,raceId,driverId,startingGridPosition,position,constructorId,lap,driverCode,year,raceName,circuitId,AirTemp,Humidity,TrackTemp,WindSpeed,WasRainingDuringRaceAnyTime,positionDiff,teamName,circuitRef,circuitName,tireChange
5627,1045,844,12,10,6,40,LEC,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,2,Ferrari,bahrain,Bahrain International Circuit,HARD->HARD
5955,1045,826,10,11,213,1,KVY,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,-1,AlphaTauri,bahrain,Bahrain International Circuit,MEDIUM->SOFT
5956,1045,826,10,11,213,17,KVY,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,-1,AlphaTauri,bahrain,Bahrain International Circuit,SOFT->HARD
5957,1045,826,10,11,213,33,KVY,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,-1,AlphaTauri,bahrain,Bahrain International Circuit,HARD->HARD
5809,1045,847,14,12,3,1,RUS,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,2,Williams,bahrain,Bahrain International Circuit,MEDIUM->MEDIUM
5810,1045,847,14,12,3,20,RUS,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,2,Williams,bahrain,Bahrain International Circuit,MEDIUM->HARD
5811,1045,847,14,12,3,39,RUS,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,2,Williams,bahrain,Bahrain International Circuit,HARD->MEDIUM
5622,1045,20,11,13,6,1,VET,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,-2,Ferrari,bahrain,Bahrain International Circuit,MEDIUM->HARD
5623,1045,20,11,13,6,20,VET,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,-2,Ferrari,bahrain,Bahrain International Circuit,HARD->MEDIUM
5624,1045,20,11,13,6,39,VET,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,-2,Ferrari,bahrain,Bahrain International Circuit,MEDIUM->HARD
5812,1045,849,20,14,3,1,LAT,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,6,Williams,bahrain,Bahrain International Circuit,HARD->MEDIUM
5813,1045,849,20,14,3,21,LAT,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,6,Williams,bahrain,Bahrain International Circuit,MEDIUM->MEDIUM
5814,1045,849,20,14,3,37,LAT,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,6,Williams,bahrain,Bahrain International Circuit,MEDIUM->HARD
5940,1045,8,17,15,51,1,RAI,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,2,Alfa Romeo,bahrain,Bahrain International Circuit,MEDIUM->MEDIUM
5941,1045,8,17,15,51,17,RAI,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,2,Alfa Romeo,bahrain,Bahrain International Circuit,MEDIUM->HARD
5942,1045,8,17,15,51,40,RAI,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,2,Alfa Romeo,bahrain,Bahrain International Circuit,HARD->MEDIUM
5943,1045,841,16,16,51,1,GIO,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,0,Alfa Romeo,bahrain,Bahrain International Circuit,MEDIUM->MEDIUM
5944,1045,841,16,16,51,20,GIO,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,0,Alfa Romeo,bahrain,Bahrain International Circuit,MEDIUM->HARD
5945,1045,841,16,16,51,53,GIO,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,0,Alfa Romeo,bahrain,Bahrain International Circuit,HARD->SOFT
5912,1045,825,18,17,210,1,MAG,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,1,Haas F1 Team,bahrain,Bahrain International Circuit,MEDIUM->HARD
5913,1045,825,18,17,210,3,MAG,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,1,Haas F1 Team,bahrain,Bahrain International Circuit,HARD->HARD
5914,1045,825,18,17,210,27,MAG,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,1,Haas F1 Team,bahrain,Bahrain International Circuit,HARD->HARD
5915,1045,825,18,17,210,53,MAG,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,1,Haas F1 Team,bahrain,Bahrain International Circuit,HARD->SOFT
5930,1045,815,5,18,211,1,PER,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,-13,Racing Point,bahrain,Bahrain International Circuit,MEDIUM->MEDIUM
5931,1045,815,5,18,211,20,PER,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,-13,Racing Point,bahrain,Bahrain International Circuit,MEDIUM->HARD
5932,1045,815,5,18,211,36,PER,2020,Bahrain Grand Prix,3,26.5,60.9,29.9,0.5,False,-13,Racing Point,bahrain,Bahrain International Circuit,HARD->HARD
5933,1046,815,5,1,211,1,PER,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,4,Racing Point,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5934,1046,815,5,1,211,47,PER,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,4,Racing Point,bahrain,Bahrain International Circuit,MEDIUM->UNKNOWN
5583,1046,839,11,2,4,41,OCO,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,9,Renault,bahrain,Bahrain International Circuit,MEDIUM->HARD
5935,1046,840,10,3,211,42,STR,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,7,Racing Point,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5556,1046,832,8,4,1,28,SAI,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,4,McLaren,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5557,1046,832,8,4,1,55,SAI,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,4,McLaren,bahrain,Bahrain International Circuit,MEDIUM->MEDIUM
5581,1046,817,7,5,4,29,RIC,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,2,Renault,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5582,1046,817,7,5,4,55,RIC,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,2,Renault,bahrain,Bahrain International Circuit,MEDIUM->HARD
5511,1046,848,12,6,9,47,ALB,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,6,Red Bull,bahrain,Bahrain International Circuit,MEDIUM->HARD
5512,1046,848,12,6,9,62,ALB,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,6,Red Bull,bahrain,Bahrain International Circuit,HARD->SOFT
5960,1046,826,6,7,213,27,KVY,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,-1,AlphaTauri,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5961,1046,826,6,7,213,53,KVY,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,-1,AlphaTauri,bahrain,Bahrain International Circuit,MEDIUM->HARD
5763,1046,822,1,8,131,49,BOT,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,-7,Mercedes,bahrain,Bahrain International Circuit,MEDIUM->HARD
5764,1046,822,1,8,131,62,BOT,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,-7,Mercedes,bahrain,Bahrain International Circuit,HARD->HARD
5765,1046,847,2,9,131,45,RUS,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,-7,Mercedes,bahrain,Bahrain International Circuit,MEDIUM->HARD
5766,1046,847,2,9,131,62,RUS,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,-7,Mercedes,bahrain,Bahrain International Circuit,HARD->MEDIUM
5767,1046,847,2,9,131,63,RUS,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,-7,Mercedes,bahrain,Bahrain International Circuit,MEDIUM->MEDIUM
5768,1046,847,2,9,131,78,RUS,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,-7,Mercedes,bahrain,Bahrain International Circuit,MEDIUM->SOFT
5558,1046,846,19,10,1,20,NOR,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,9,McLaren,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5559,1046,846,19,10,1,54,NOR,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,9,McLaren,bahrain,Bahrain International Circuit,MEDIUM->MEDIUM
5962,1046,842,9,11,213,28,GAS,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,-2,AlphaTauri,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5963,1046,842,9,11,213,51,GAS,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,-2,AlphaTauri,bahrain,Bahrain International Circuit,MEDIUM->HARD
5628,1046,20,13,12,6,31,VET,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,1,Ferrari,bahrain,Bahrain International Circuit,MEDIUM->HARD
5629,1046,20,13,12,6,54,VET,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,1,Ferrari,bahrain,Bahrain International Circuit,HARD->SOFT
5630,1046,20,13,12,6,63,VET,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,1,Ferrari,bahrain,Bahrain International Circuit,SOFT->SOFT
5949,1046,841,14,13,51,26,GIO,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,1,Alfa Romeo,bahrain,Bahrain International Circuit,MEDIUM->HARD
5950,1046,841,14,13,51,54,GIO,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,1,Alfa Romeo,bahrain,Bahrain International Circuit,HARD->MEDIUM
5946,1046,8,18,14,51,23,RAI,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,4,Alfa Romeo,bahrain,Bahrain International Circuit,MEDIUM->HARD
5947,1046,8,18,14,51,54,RAI,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,4,Alfa Romeo,bahrain,Bahrain International Circuit,HARD->MEDIUM
5948,1046,8,18,14,51,62,RAI,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,4,Alfa Romeo,bahrain,Bahrain International Circuit,MEDIUM->SOFT
5916,1046,825,15,15,210,26,MAG,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,0,Haas F1 Team,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5917,1046,825,15,15,210,54,MAG,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,0,Haas F1 Team,bahrain,Bahrain International Circuit,MEDIUM->SOFT
5815,1046,851,17,16,3,31,AIT,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,1,Williams,bahrain,Bahrain International Circuit,MEDIUM->HARD
5816,1046,851,17,16,3,54,AIT,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,1,Williams,bahrain,Bahrain International Circuit,HARD->MEDIUM
5817,1046,851,17,16,3,59,AIT,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,1,Williams,bahrain,Bahrain International Circuit,MEDIUM->SOFT
5918,1046,850,20,17,210,31,FIT,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,3,Haas F1 Team,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5919,1046,850,20,17,210,53,FIT,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,3,Haas F1 Team,bahrain,Bahrain International Circuit,MEDIUM->SOFT
5920,1046,850,20,17,210,63,FIT,2020,Sakhir Grand Prix,3,22.0,57.7,24.7,2.1,False,3,Haas F1 Team,bahrain,Bahrain International Circuit,SOFT->SOFT
6257,1047,830,1,1,9,10,VER,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,0,Red Bull,yas_marina,Yas Marina Circuit,MEDIUM->HARD
6457,1047,822,2,2,131,10,BOT,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,0,Mercedes,yas_marina,Yas Marina Circuit,MEDIUM->HARD
6456,1047,1,3,3,131,10,HAM,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,0,Mercedes,yas_marina,Yas Marina Circuit,MEDIUM->HARD
6258,1047,848,5,4,9,10,ALB,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,1,Red Bull,yas_marina,Yas Marina Circuit,SOFT->HARD
6293,1047,846,4,5,1,10,NOR,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,-1,McLaren,yas_marina,Yas Marina Circuit,SOFT->HARD
6292,1047,832,6,6,1,10,SAI,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,0,McLaren,yas_marina,Yas Marina Circuit,MEDIUM->HARD
6310,1047,817,11,7,4,39,RIC,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,4,Renault,yas_marina,Yas Marina Circuit,HARD->MEDIUM
6551,1047,842,9,8,213,10,GAS,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,1,AlphaTauri,yas_marina,Yas Marina Circuit,SOFT->HARD
6311,1047,839,10,9,4,10,OCO,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,1,Renault,yas_marina,Yas Marina Circuit,MEDIUM->HARD
6544,1047,840,8,10,211,10,STR,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,-2,Racing Point,yas_marina,Yas Marina Circuit,SOFT->HARD
6550,1047,826,7,11,213,10,KVY,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,-4,AlphaTauri,yas_marina,Yas Marina Circuit,SOFT->HARD
6548,1047,8,15,12,51,10,RAI,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,3,Alfa Romeo,yas_marina,Yas Marina Circuit,MEDIUM->MEDIUM
6343,1047,844,12,13,6,22,LEC,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,-1,Ferrari,yas_marina,Yas Marina Circuit,MEDIUM->HARD
6342,1047,20,13,14,6,35,VET,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,-1,Ferrari,yas_marina,Yas Marina Circuit,HARD->MEDIUM
6489,1047,847,16,15,3,10,RUS,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,1,Williams,yas_marina,Yas Marina Circuit,MEDIUM->HARD
6549,1047,841,14,16,51,27,GIO,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,-2,Alfa Romeo,yas_marina,Yas Marina Circuit,MEDIUM->HARD
6490,1047,849,18,17,3,11,LAT,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,1,Williams,yas_marina,Yas Marina Circuit,MEDIUM->HARD
6491,1047,849,18,17,3,35,LAT,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,1,Williams,yas_marina,Yas Marina Circuit,HARD->MEDIUM
6536,1047,825,20,18,210,31,MAG,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,2,Haas F1 Team,yas_marina,Yas Marina Circuit,HARD->MEDIUM
6537,1047,825,20,18,210,47,MAG,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,2,Haas F1 Team,yas_marina,Yas Marina Circuit,MEDIUM->MEDIUM
6538,1047,850,17,19,210,10,FIT,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,-2,Haas F1 Team,yas_marina,Yas Marina Circuit,MEDIUM->HARD
6539,1047,850,17,19,210,34,FIT,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,-2,Haas F1 Team,yas_marina,Yas Marina Circuit,HARD->MEDIUM
6540,1047,850,17,19,210,48,FIT,2020,Abu Dhabi Grand Prix,24,23.7,50.7,31.3,1.6,False,-2,Haas F1 Team,yas_marina,Yas Marina Circuit,MEDIUM->SOFT
7975,1051,1,1,1,131,18,HAM,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,0,Mercedes,losail,Losail International Circuit,MEDIUM->HARD
7976,1051,1,1,1,131,42,HAM,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,0,Mercedes,losail,Losail International Circuit,HARD->MEDIUM
7967,1051,830,7,2,9,17,VER,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,5,Red Bull,losail,Losail International Circuit,MEDIUM->HARD
7968,1051,830,7,2,9,41,VER,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,5,Red Bull,losail,Losail International Circuit,HARD->MEDIUM
7969,1051,830,7,2,9,55,VER,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,5,Red Bull,losail,Losail International Circuit,MEDIUM->SOFT
7991,1051,4,3,3,214,23,ALO,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,0,Alpine F1 Team,losail,Losail International Circuit,SOFT->HARD
7965,1051,815,11,4,9,19,PER,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,7,Red Bull,losail,Losail International Circuit,MEDIUM->HARD
7966,1051,815,11,4,9,41,PER,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,7,Red Bull,losail,Losail International Circuit,HARD->MEDIUM
7992,1051,839,9,5,214,24,OCO,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,4,Alpine F1 Team,losail,Losail International Circuit,SOFT->HARD
7990,1051,840,12,6,117,23,STR,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,6,Aston Martin,losail,Losail International Circuit,MEDIUM->HARD
7973,1051,832,5,7,6,27,SAI,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,-2,Ferrari,losail,Losail International Circuit,MEDIUM->HARD
7974,1051,844,13,8,6,27,LEC,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,5,Ferrari,losail,Losail International Circuit,MEDIUM->HARD
7971,1051,846,4,9,1,25,NOR,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,-5,McLaren,losail,Losail International Circuit,SOFT->HARD
7972,1051,846,4,9,1,49,NOR,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,-5,McLaren,losail,Losail International Circuit,HARD->MEDIUM
7989,1051,20,10,10,117,26,VET,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,0,Aston Martin,losail,Losail International Circuit,SOFT->MEDIUM
7985,1051,842,2,11,213,13,GAS,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,-9,AlphaTauri,losail,Losail International Circuit,SOFT->MEDIUM
7986,1051,842,2,11,213,35,GAS,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,-9,AlphaTauri,losail,Losail International Circuit,MEDIUM->MEDIUM
7970,1051,817,14,12,1,26,RIC,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,2,McLaren,losail,Losail International Circuit,MEDIUM->HARD
7987,1051,852,8,13,213,9,TSU,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,-5,AlphaTauri,losail,Losail International Circuit,SOFT->MEDIUM
7988,1051,852,8,13,213,34,TSU,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,-5,AlphaTauri,losail,Losail International Circuit,MEDIUM->HARD
7981,1051,8,16,14,51,10,RAI,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,2,Alfa Romeo,losail,Losail International Circuit,SOFT->MEDIUM
7982,1051,8,16,14,51,30,RAI,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,2,Alfa Romeo,losail,Losail International Circuit,MEDIUM->HARD
7983,1051,841,18,15,51,15,GIO,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,3,Alfa Romeo,losail,Losail International Circuit,SOFT->MEDIUM
7984,1051,841,18,15,51,32,GIO,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,3,Alfa Romeo,losail,Losail International Circuit,MEDIUM->MEDIUM
7979,1051,854,19,16,210,22,MSC,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,3,Haas F1 Team,losail,Losail International Circuit,SOFT->MEDIUM
7977,1051,847,15,17,3,17,RUS,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,-2,Williams,losail,Losail International Circuit,SOFT->HARD
7978,1051,847,15,17,3,49,RUS,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,-2,Williams,losail,Losail International Circuit,HARD->SOFT
7980,1051,853,20,18,210,31,MAZ,2021,Qatar Grand Prix,78,27.4,69.1,33.8,0.3,True,2,Haas F1 Team,losail,Losail International Circuit,MEDIUM->SOFT
5769,1052,1,2,1,131,13,HAM,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,1,Mercedes,bahrain,Bahrain International Circuit,MEDIUM->HARD
5770,1052,1,2,1,131,28,HAM,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,1,Mercedes,bahrain,Bahrain International Circuit,HARD->HARD
5516,1052,830,1,2,9,17,VER,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,-1,Red Bull,bahrain,Bahrain International Circuit,MEDIUM->MEDIUM
5517,1052,830,1,2,9,39,VER,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,-1,Red Bull,bahrain,Bahrain International Circuit,MEDIUM->HARD
5771,1052,822,3,3,131,16,BOT,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,0,Mercedes,bahrain,Bahrain International Circuit,MEDIUM->HARD
5772,1052,822,3,3,131,30,BOT,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,0,Mercedes,bahrain,Bahrain International Circuit,HARD->HARD
5773,1052,822,3,3,131,54,BOT,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,0,Mercedes,bahrain,Bahrain International Circuit,HARD->MEDIUM
5562,1052,846,7,4,1,12,NOR,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,3,McLaren,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5563,1052,846,7,4,1,33,NOR,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,3,McLaren,bahrain,Bahrain International Circuit,MEDIUM->HARD
5513,1052,815,0,5,9,2,PER,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,-5,Red Bull,bahrain,Bahrain International Circuit,MEDIUM->MEDIUM
5514,1052,815,0,5,9,19,PER,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,-5,Red Bull,bahrain,Bahrain International Circuit,MEDIUM->HARD
5515,1052,815,0,5,9,38,PER,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,-5,Red Bull,bahrain,Bahrain International Circuit,HARD->MEDIUM
5633,1052,844,4,6,6,12,LEC,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,-2,Ferrari,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5634,1052,844,4,6,6,32,LEC,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,-2,Ferrari,bahrain,Bahrain International Circuit,MEDIUM->HARD
5560,1052,817,6,7,1,13,RIC,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,-1,McLaren,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5561,1052,817,6,7,1,32,RIC,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,-1,McLaren,bahrain,Bahrain International Circuit,MEDIUM->HARD
5631,1052,832,8,8,6,15,SAI,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,0,Ferrari,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5632,1052,832,8,8,6,37,SAI,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,0,Ferrari,bahrain,Bahrain International Circuit,MEDIUM->HARD
5967,1052,852,13,9,213,15,TSU,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,4,AlphaTauri,bahrain,Bahrain International Circuit,MEDIUM->HARD
5968,1052,852,13,9,213,33,TSU,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,4,AlphaTauri,bahrain,Bahrain International Circuit,HARD->HARD
5970,1052,840,10,10,117,12,STR,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,0,Aston Martin,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5971,1052,840,10,10,117,28,STR,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,0,Aston Martin,bahrain,Bahrain International Circuit,MEDIUM->UNKNOWN
5951,1052,8,14,11,51,13,RAI,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,3,Alfa Romeo,bahrain,Bahrain International Circuit,MEDIUM->HARD
5952,1052,8,14,11,51,29,RAI,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,3,Alfa Romeo,bahrain,Bahrain International Circuit,HARD->MEDIUM
5953,1052,841,12,12,51,12,GIO,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,0,Alfa Romeo,bahrain,Bahrain International Circuit,MEDIUM->HARD
5954,1052,841,12,12,51,30,GIO,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,0,Alfa Romeo,bahrain,Bahrain International Circuit,HARD->MEDIUM
5972,1052,839,16,13,214,13,OCO,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,3,Alpine F1 Team,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5973,1052,839,16,13,214,31,OCO,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,3,Alpine F1 Team,bahrain,Bahrain International Circuit,MEDIUM->HARD
5818,1052,847,15,14,3,13,RUS,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,1,Williams,bahrain,Bahrain International Circuit,SOFT->MEDIUM
5819,1052,847,15,14,3,36,RUS,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,1,Williams,bahrain,Bahrain International Circuit,MEDIUM->MEDIUM
5969,1052,20,20,15,117,24,VET,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,5,Aston Martin,bahrain,Bahrain International Circuit,MEDIUM->HARD
5921,1052,854,18,16,210,14,MSC,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,2,Haas F1 Team,bahrain,Bahrain International Circuit,MEDIUM->MEDIUM
5922,1052,854,18,16,210,33,MSC,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,2,Haas F1 Team,bahrain,Bahrain International Circuit,MEDIUM->HARD
5964,1052,842,5,17,213,4,GAS,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,-12,AlphaTauri,bahrain,Bahrain International Circuit,MEDIUM->HARD
5965,1052,842,5,17,213,19,GAS,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,-12,AlphaTauri,bahrain,Bahrain International Circuit,HARD->MEDIUM
5966,1052,842,5,17,213,39,GAS,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,-12,AlphaTauri,bahrain,Bahrain International Circuit,MEDIUM->HARD
5820,1052,849,17,18,3,14,LAT,2021,Bahrain Grand Prix,3,20.9,56.4,29.9,1.0,False,-1,Williams,bahrain,Bahrain International Circuit,SOFT->MEDIUM
